com.samsung.shealth.activity.day_summary,6307003,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,1783,,1114894,90,0,,2022-10-20 22:15:27.180,,2022-10-20 05:27:59.248,,,,-1,360000,20,,,,1314.59,,70.46001,c7c52222-9628-43cf-ad15-5136e4b60360.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1114894,28320000,c7c52222-9628-43cf-ad15-5136e4b60360,2022-10-20 00:00:00.000,
,,,,1660,,995531,90,0,,2022-10-22 00:28:17.951,,2022-10-21 03:12:22.777,,,,-1,360000,17,,,,1247.8602,,65.21,dd3e3a27-b0ea-41d7-ace8-e18b4360bdf5.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,995531,32820000,dd3e3a27-b0ea-41d7-ace8-e18b4360bdf5,2022-10-21 00:00:00.000,
,,,,8278,,5029231,90,0,,2022-10-22 23:35:32.661,,2022-10-22 03:00:01.644,,,,-1,780000,92,,,,6271.996,,329.87952,70787eaf-1f1c-422e-aee8-fc4b74ffbc16.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,5029231,21960000,70787eaf-1f1c-422e-aee8-fc4b74ffbc16,2022-10-22 00:00:00.000,
,,,,193,,128731,90,0,,2022-10-24 01:15:01.917,,2022-10-23 03:00:00.514,,,,-1,27347,2,,,,143.29999,,7.0999994,60c221be-f67e-4491-8451-2559be6960db.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,128731,39300000,60c221be-f67e-4491-8451-2559be6960db,2022-10-23 00:00:00.000,
,,,,2811,,1787897,90,0,,2022-10-24 22:23:52.591,,2022-10-24 03:42:36.736,,,,-1,360000,32,,,,2069.16,,110.25001,361b874a-62a2-46b0-b7e3-e47aa794156e.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1787897,34380000,361b874a-62a2-46b0-b7e3-e47aa794156e,2022-10-24 00:00:00.000,
,,,,7374,,4569211,90,0,,2022-10-26 01:35:03.886,,2022-10-25 03:24:10.343,,,,-1,1620000,84,,,,5594.006,,288.68262,06530314-e333-4054-8acf-cbc5de53a753.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,4569211,22380000,06530314-e333-4054-8acf-cbc5de53a753,2022-10-25 00:00:00.000,
,,,,13511,,8247258,90,0,,2022-10-27 00:36:51.088,,2022-10-26 03:26:17.756,,,,-1,1260000,152,,,,10279.842,,526.66925,5e010de2-1b39-4b62-b5d6-d5b8c4b83c9f.extra_data.json,R5wtjjS0Fd,800,com.sec.android.app.shealth,8246458,23340000,5e010de2-1b39-4b62-b5d6-d5b8c4b83c9f,2022-10-26 00:00:00.000,
,,,,1790,,1112286,90,0,,2022-10-27 22:40:25.042,,2022-10-27 03:14:26.837,,,,-1,240000,20,,,,1324.0503,,69.06,04b586cc-de11-422c-9fa8-4a4000a48011.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1112286,22620000,04b586cc-de11-422c-9fa8-4a4000a48011,2022-10-27 00:00:00.000,
,,,,1691,,1074357,90,0,,2022-10-28 23:17:28.008,,2022-10-28 04:05:27.653,,,,-1,360000,18,,,,1247.56,,65.61,71a1d662-b9b7-4218-89d4-01cb605b4924.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1074357,21720000,71a1d662-b9b7-4218-89d4-01cb605b4924,2022-10-28 00:00:00.000,
,,,,3931,,2523628,90,0,,2022-10-30 00:24:26.909,,2022-10-29 04:59:55.558,,,,-1,180000,46,,,,2955.4492,,144.43002,046d2226-d876-43bc-845f-74aa7a0f613f.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,2523628,26760000,046d2226-d876-43bc-845f-74aa7a0f613f,2022-10-29 00:00:00.000,
,,,,658,,438886,90,0,,2022-10-31 00:16:00.169,,2022-10-30 03:50:00.941,,,,-1,60000,7,,,,483.6599,,25.32,36b537d4-1295-4e55-b746-3b5a1781a734.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,438886,39900000,36b537d4-1295-4e55-b746-3b5a1781a734,2022-10-30 00:00:00.000,
,,,,1045,,680947,90,0,,2022-10-31 21:54:16.921,,2022-10-31 03:00:00.621,,,,-1,60000,12,,,,777.61,,40.020008,f10e0152-8970-4b4f-9c59-26cfb862fb46.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,680947,28620000,f10e0152-8970-4b4f-9c59-26cfb862fb46,2022-10-31 00:00:00.000,
,,,,7461,,4678685,90,0,,2022-11-02 00:36:00.443,,2022-11-01 03:00:01.706,,,,-1,180000,85,,,,5620.85,,269.13995,ea44e55c-172b-451d-b3dc-f3dec728fb2e.extra_data.json,R5wtjjS0Fd,400,com.sec.android.app.shealth,4678285,22560000,ea44e55c-172b-451d-b3dc-f3dec728fb2e,2022-11-01 00:00:00.000,
,,,,2457,,1601954,90,0,,2022-11-03 00:12:19.109,,2022-11-02 03:00:00.639,,,,-1,120000,28,,,,1837.2198,,90.91,276b36c7-0c61-476c-af10-d818cd738fba.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1601954,37860000,276b36c7-0c61-476c-af10-d818cd738fba,2022-11-02 00:00:00.000,
,,,,4245,,2717635,90,0,,2022-11-03 22:55:02.891,,2022-11-03 03:00:00.694,,,,-1,240000,50,,,,3187.571,,157.79001,aef8b166-a45a-4f06-90ab-d6cc7c79bd8f.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,2717635,27360000,aef8b166-a45a-4f06-90ab-d6cc7c79bd8f,2022-11-03 00:00:00.000,
,,,,1304,,869768,90,0,,2022-11-04 21:28:12.990,,2022-11-04 03:00:00.676,,,,-1,46690,15,,,,946.74994,,50.460003,adaa666b-c17e-4a6d-b018-02746172fab8.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,869768,34920000,adaa666b-c17e-4a6d-b018-02746172fab8,2022-11-04 00:00:00.000,
,,,,6625,,3937682,90,0,,2022-11-06 00:15:02.873,,2022-11-05 03:47:53.681,,,,-1,1680000,72,,,,4994.841,,237.23,67c9b240-018b-450f-aa62-3674cad3cbd7.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,3937682,20220000,67c9b240-018b-450f-aa62-3674cad3cbd7,2022-11-05 00:00:00.000,
,,,,1316,,877772,90,0,,2022-11-06 23:15:03.321,,2022-11-06 03:00:00.478,,,,-1,50692,15,,,,948.8201,,50.449997,7d70d410-4dae-4ca5-9946-3c6af7582205.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,877772,30600000,7d70d410-4dae-4ca5-9946-3c6af7582205,2022-11-06 00:00:00.000,
,,,,2851,,1796508,90,0,,2022-11-08 02:25:37.129,,2022-11-07 03:09:08.851,,,,-1,300000,32,,,,2126.6204,,110.03,ad3b8b7c-256a-4eba-a56f-9ee16472a5ff.extra_data.json,R5wtjjS0Fd,0,com.sec.android.app.shealth,1796508,25860000,ad3b8b7c-256a-4eba-a56f-9ee16472a5ff,2022-11-07 00:00:00.000,
